"material","provider","thickness","length","width","display","sheet_cost"
"Stainless Steel 304-#4","online-metals",0.105,36,24,"Stainless Steel 304-#4-L-36.000-W-24.000-T-0.105",143.8
"Stainless Steel 304-2B","online-metals",0.105,36,24,"Stainless Steel 304-2B-L-36.000-W-24.000-T-0.105",143.8
"Stainless Steel 304","online-metals",0.105,36,24,"Stainless Steel 304-L-36.000-W-24.000-T-0.105",143.8
"Stainless Steel 304-#4","online-metals",0.105,24,24,"Stainless Steel 304-#4-L-24.000-W-24.000-T-0.105",106.51
"Stainless Steel 304-2B","online-metals",0.105,24,24,"Stainless Steel 304-2B-L-24.000-W-24.000-T-0.105",106.51
"Stainless Steel 304","online-metals",0.105,24,24,"Stainless Steel 304-L-24.000-W-24.000-T-0.105",106.51
"Stainless Steel 304-#4","online-metals",0.105,48,12,"Stainless Steel 304-#4-L-48.000-W-12.000-T-0.105",106.51
"Stainless Steel 304-2B","online-metals",0.105,48,12,"Stainless Steel 304-2B-L-48.000-W-12.000-T-0.105",106.51
"Stainless Steel 304","online-metals",0.105,48,12,"Stainless Steel 304-L-48.000-W-12.000-T-0.105",106.51
"Stainless Steel 304-#4","online-metals",0.105,24,12,"Stainless Steel 304-#4-L-24.000-W-12.000-T-0.105",53.24
"Stainless Steel 304-2B","online-metals",0.105,24,12,"Stainless Steel 304-2B-L-24.000-W-12.000-T-0.105",53.24
"Stainless Steel 304","online-metals",0.105,24,12,"Stainless Steel 304-L-24.000-W-12.000-T-0.105",53.24
"Stainless Steel 304-#4","online-metals",0.105,12,12,"Stainless Steel 304-#4-L-12.000-W-12.000-T-0.105",26.63
"Stainless Steel 304-2B","online-metals",0.105,12,12,"Stainless Steel 304-2B-L-12.000-W-12.000-T-0.105",26.63
"Stainless Steel 304","online-metals",0.105,12,12,"Stainless Steel 304-L-12.000-W-12.000-T-0.105",26.63
"Stainless Steel 304-#4","online-metals",0.105,36,12,"Stainless Steel 304-#4-L-36.000-W-12.000-T-0.105",79.9
"Stainless Steel 304-2B","online-metals",0.105,36,12,"Stainless Steel 304-2B-L-36.000-W-12.000-T-0.105",79.9
"Stainless Steel 304","online-metals",0.105,36,12,"Stainless Steel 304-L-36.000-W-12.000-T-0.105",79.9
"Stainless Steel 304-#4","online-metals",0.09,120,48,"Stainless Steel 304-#4-L-120.000-W-48.000-T-0.090",673
"Stainless Steel 304-2B","online-metals",0.09,120,48,"Stainless Steel 304-2B-L-120.000-W-48.000-T-0.090",673
"Stainless Steel 304","online-metals",0.09,120,48,"Stainless Steel 304-L-120.000-W-48.000-T-0.090",673
"Stainless Steel 304-#4","online-metals",0.09,48,36,"Stainless Steel 304-#4-L-48.000-W-36.000-T-0.090",237.53
"Stainless Steel 304-2B","online-metals",0.09,48,36,"Stainless Steel 304-2B-L-48.000-W-36.000-T-0.090",237.53
"Stainless Steel 304","online-metals",0.09,48,36,"Stainless Steel 304-L-48.000-W-36.000-T-0.090",237.53
"Stainless Steel 304-#4","online-metals",0.09,36,36,"Stainless Steel 304-#4-L-36.000-W-36.000-T-0.090",214.36
"Stainless Steel 304-2B","online-metals",0.09,36,36,"Stainless Steel 304-2B-L-36.000-W-36.000-T-0.090",214.36
"Stainless Steel 304","online-metals",0.09,36,36,"Stainless Steel 304-L-36.000-W-36.000-T-0.090",214.36
"Stainless Steel 304-#4","online-metals",0.09,48,24,"Stainless Steel 304-#4-L-48.000-W-24.000-T-0.090",190.55
"Stainless Steel 304-2B","online-metals",0.09,48,24,"Stainless Steel 304-2B-L-48.000-W-24.000-T-0.090",190.55
"Stainless Steel 304","online-metals",0.09,48,24,"Stainless Steel 304-L-48.000-W-24.000-T-0.090",190.55
"Stainless Steel 304-#4","online-metals",0.09,36,24,"Stainless Steel 304-#4-L-36.000-W-24.000-T-0.090",146.24
"Stainless Steel 304-2B","online-metals",0.09,36,24,"Stainless Steel 304-2B-L-36.000-W-24.000-T-0.090",146.24
"Stainless Steel 304","online-metals",0.09,36,24,"Stainless Steel 304-L-36.000-W-24.000-T-0.090",146.24
"Stainless Steel 304-#4","online-metals",0.09,24,24,"Stainless Steel 304-#4-L-24.000-W-24.000-T-0.090",110.77
"Stainless Steel 304-2B","online-metals",0.09,24,24,"Stainless Steel 304-2B-L-24.000-W-24.000-T-0.090",110.77
"Stainless Steel 304","online-metals",0.09,24,24,"Stainless Steel 304-L-24.000-W-24.000-T-0.090",110.77
"Stainless Steel 304-#4","online-metals",0.09,48,12,"Stainless Steel 304-#4-L-48.000-W-12.000-T-0.090",110.77
"Stainless Steel 304-2B","online-metals",0.09,48,12,"Stainless Steel 304-2B-L-48.000-W-12.000-T-0.090",110.77
"Stainless Steel 304","online-metals",0.09,48,12,"Stainless Steel 304-L-48.000-W-12.000-T-0.090",110.77
"Stainless Steel 304-#4","online-metals",0.09,36,12,"Stainless Steel 304-#4-L-36.000-W-12.000-T-0.090",88.62
"Stainless Steel 304-2B","online-metals",0.09,36,12,"Stainless Steel 304-2B-L-36.000-W-12.000-T-0.090",88.62
"Stainless Steel 304","online-metals",0.09,36,12,"Stainless Steel 304-L-36.000-W-12.000-T-0.090",88.62
"Stainless Steel 304-#4","online-metals",0.09,24,12,"Stainless Steel 304-#4-L-24.000-W-12.000-T-0.090",68.93
"Stainless Steel 304-2B","online-metals",0.09,24,12,"Stainless Steel 304-2B-L-24.000-W-12.000-T-0.090",68.93
"Stainless Steel 304","online-metals",0.09,24,12,"Stainless Steel 304-L-24.000-W-12.000-T-0.090",68.93
"Stainless Steel 304-#4","online-metals",0.09,12,12,"Stainless Steel 304-#4-L-12.000-W-12.000-T-0.090",35.68
"Stainless Steel 304-2B","online-metals",0.09,12,12,"Stainless Steel 304-2B-L-12.000-W-12.000-T-0.090",35.68
"Stainless Steel 304","online-metals",0.09,12,12,"Stainless Steel 304-L-12.000-W-12.000-T-0.090",35.68
"Stainless Steel 304-#4","online-metals",0.075,120,48,"Stainless Steel 304-#4-L-120.000-W-48.000-T-0.075",568.17
"Stainless Steel 304-2B","online-metals",0.075,120,48,"Stainless Steel 304-2B-L-120.000-W-48.000-T-0.075",568.17
"Stainless Steel 304","online-metals",0.075,120,48,"Stainless Steel 304-L-120.000-W-48.000-T-0.075",568.17
"Stainless Steel 304-#4","online-metals",0.075,48,36,"Stainless Steel 304-#4-L-48.000-W-36.000-T-0.075",200.53
"Stainless Steel 304-2B","online-metals",0.075,48,36,"Stainless Steel 304-2B-L-48.000-W-36.000-T-0.075",200.53
"Stainless Steel 304","online-metals",0.075,48,36,"Stainless Steel 304-L-48.000-W-36.000-T-0.075",200.53
"Stainless Steel 304-#4","online-metals",0.075,36,36,"Stainless Steel 304-#4-L-36.000-W-36.000-T-0.075",154.04
"Stainless Steel 304-2B","online-metals",0.075,36,36,"Stainless Steel 304-2B-L-36.000-W-36.000-T-0.075",154.04
"Stainless Steel 304","online-metals",0.075,36,36,"Stainless Steel 304-L-36.000-W-36.000-T-0.075",154.04
"Stainless Steel 304-#4","online-metals",0.075,48,24,"Stainless Steel 304-#4-L-48.000-W-24.000-T-0.075",136.96
"Stainless Steel 304-2B","online-metals",0.075,48,24,"Stainless Steel 304-2B-L-48.000-W-24.000-T-0.075",136.96
"Stainless Steel 304","online-metals",0.075,48,24,"Stainless Steel 304-L-48.000-W-24.000-T-0.075",136.96
"Stainless Steel 304-#4","online-metals",0.075,36,24,"Stainless Steel 304-#4-L-36.000-W-24.000-T-0.075",114.12
"Stainless Steel 304-2B","online-metals",0.075,36,24,"Stainless Steel 304-2B-L-36.000-W-24.000-T-0.075",114.12
"Stainless Steel 304","online-metals",0.075,36,24,"Stainless Steel 304-L-36.000-W-24.000-T-0.075",114.12
"Stainless Steel 304-#4","online-metals",0.075,24,24,"Stainless Steel 304-#4-L-24.000-W-24.000-T-0.075",76.07
"Stainless Steel 304-2B","online-metals",0.075,24,24,"Stainless Steel 304-2B-L-24.000-W-24.000-T-0.075",76.07
"Stainless Steel 304","online-metals",0.075,24,24,"Stainless Steel 304-L-24.000-W-24.000-T-0.075",76.07
"Stainless Steel 304-#4","online-metals",0.075,12,12,"Stainless Steel 304-#4-L-12.000-W-12.000-T-0.075",19.02
"Stainless Steel 304-2B","online-metals",0.075,12,12,"Stainless Steel 304-2B-L-12.000-W-12.000-T-0.075",19.02
"Stainless Steel 304","online-metals",0.075,12,12,"Stainless Steel 304-L-12.000-W-12.000-T-0.075",19.02
"Stainless Steel 304-#4","online-metals",0.075,36,12,"Stainless Steel 304-#4-L-36.000-W-12.000-T-0.075",57.05
"Stainless Steel 304-2B","online-metals",0.075,36,12,"Stainless Steel 304-2B-L-36.000-W-12.000-T-0.075",57.05
"Stainless Steel 304","online-metals",0.075,36,12,"Stainless Steel 304-L-36.000-W-12.000-T-0.075",57.05
"Stainless Steel 304-#4","online-metals",0.075,24,12,"Stainless Steel 304-#4-L-24.000-W-12.000-T-0.075",38.05
"Stainless Steel 304-#4","online-metals",0.12,36,24,"Stainless Steel 304-#4-L-36.000-W-24.000-T-0.120",187.68
"Stainless Steel 304-2B","online-metals",0.12,36,24,"Stainless Steel 304-2B-L-36.000-W-24.000-T-0.120",187.68
"Stainless Steel 304","online-metals",0.12,36,24,"Stainless Steel 304-L-36.000-W-24.000-T-0.120",187.68
"Stainless Steel 304-#4","online-metals",0.12,24,24,"Stainless Steel 304-#4-L-24.000-W-24.000-T-0.120",127.96
"Stainless Steel 304-2B","online-metals",0.12,24,24,"Stainless Steel 304-2B-L-24.000-W-24.000-T-0.120",127.96
"Stainless Steel 304","online-metals",0.12,24,24,"Stainless Steel 304-L-24.000-W-24.000-T-0.120",127.96
"Stainless Steel 304-#4","online-metals",0.12,48,12,"Stainless Steel 304-#4-L-48.000-W-12.000-T-0.120",127.96
"Stainless Steel 304-2B","online-metals",0.12,48,12,"Stainless Steel 304-2B-L-48.000-W-12.000-T-0.120",127.96
"Stainless Steel 304","online-metals",0.12,48,12,"Stainless Steel 304-L-48.000-W-12.000-T-0.120",127.96
"Stainless Steel 304-#4","online-metals",0.12,12,12,"Stainless Steel 304-#4-L-12.000-W-12.000-T-0.120",41.23
"Stainless Steel 304-2B","online-metals",0.12,12,12,"Stainless Steel 304-2B-L-12.000-W-12.000-T-0.120",41.23
"Stainless Steel 304","online-metals",0.12,12,12,"Stainless Steel 304-L-12.000-W-12.000-T-0.120",41.23
"Stainless Steel 304-#4","online-metals",0.12,36,12,"Stainless Steel 304-#4-L-36.000-W-12.000-T-0.120",102.37
"Stainless Steel 304-2B","online-metals",0.12,36,12,"Stainless Steel 304-2B-L-36.000-W-12.000-T-0.120",102.37
"Stainless Steel 304","online-metals",0.12,36,12,"Stainless Steel 304-L-36.000-W-12.000-T-0.120",102.37
"Stainless Steel 304-#4","online-metals",0.12,24,12,"Stainless Steel 304-#4-L-24.000-W-12.000-T-0.120",79.62
"Stainless Steel 304-2B","online-metals",0.12,24,12,"Stainless Steel 304-2B-L-24.000-W-12.000-T-0.120",79.62
"Stainless Steel 304","online-metals",0.12,24,12,"Stainless Steel 304-L-24.000-W-12.000-T-0.120",79.62
"Stainless Steel 304-#4","online-metals",0.105,120,48,"Stainless Steel 304-#4-L-120.000-W-48.000-T-0.105",734.83
"Stainless Steel 304-2B","online-metals",0.105,120,48,"Stainless Steel 304-2B-L-120.000-W-48.000-T-0.105",734.83
"Stainless Steel 304","online-metals",0.105,120,48,"Stainless Steel 304-L-120.000-W-48.000-T-0.105",734.83
"Stainless Steel 304-#4","online-metals",0.105,48,36,"Stainless Steel 304-#4-L-48.000-W-36.000-T-0.105",259.35
"Stainless Steel 304-2B","online-metals",0.105,48,36,"Stainless Steel 304-2B-L-48.000-W-36.000-T-0.105",259.35
"Stainless Steel 304","online-metals",0.105,48,36,"Stainless Steel 304-L-48.000-W-36.000-T-0.105",259.35
"Stainless Steel 304-#4","online-metals",0.105,36,36,"Stainless Steel 304-#4-L-36.000-W-36.000-T-0.105",212.15
"Stainless Steel 304-2B","online-metals",0.105,36,36,"Stainless Steel 304-2B-L-36.000-W-36.000-T-0.105",212.15
"Stainless Steel 304","online-metals",0.105,36,36,"Stainless Steel 304-L-36.000-W-36.000-T-0.105",212.15
"Stainless Steel 304-#4","online-metals",0.105,48,24,"Stainless Steel 304-#4-L-48.000-W-24.000-T-0.105",208.03
"Stainless Steel 304-2B","online-metals",0.105,48,24,"Stainless Steel 304-2B-L-48.000-W-24.000-T-0.105",208.03
"Stainless Steel 304","online-metals",0.105,48,24,"Stainless Steel 304-L-48.000-W-24.000-T-0.105",208.03
"Stainless Steel 304-#4","online-metals",0.105,36,24,"Stainless Steel 304-#4-L-36.000-W-24.000-T-0.105",159.66
"Stainless Steel 304-2B","online-metals",0.105,36,24,"Stainless Steel 304-2B-L-36.000-W-24.000-T-0.105",159.66
"Stainless Steel 304","online-metals",0.105,36,24,"Stainless Steel 304-L-36.000-W-24.000-T-0.105",159.66
"Stainless Steel 304-#4","online-metals",0.105,24,24,"Stainless Steel 304-#4-L-24.000-W-24.000-T-0.105",108.85
"Stainless Steel 304-2B","online-metals",0.105,24,24,"Stainless Steel 304-2B-L-24.000-W-24.000-T-0.105",108.85
"Stainless Steel 304","online-metals",0.105,24,24,"Stainless Steel 304-L-24.000-W-24.000-T-0.105",108.85
"Stainless Steel 304-#4","online-metals",0.105,12,12,"Stainless Steel 304-#4-L-12.000-W-12.000-T-0.105",38.94
"Stainless Steel 304-2B","online-metals",0.105,12,12,"Stainless Steel 304-2B-L-12.000-W-12.000-T-0.105",38.94
"Stainless Steel 304","online-metals",0.105,12,12,"Stainless Steel 304-L-12.000-W-12.000-T-0.105",38.94
"Stainless Steel 304-#4","online-metals",0.105,48,12,"Stainless Steel 304-#4-L-48.000-W-12.000-T-0.105",108.85
"Stainless Steel 304-2B","online-metals",0.105,48,12,"Stainless Steel 304-2B-L-48.000-W-12.000-T-0.105",108.85
"Stainless Steel 304","online-metals",0.105,48,12,"Stainless Steel 304-L-48.000-W-12.000-T-0.105",108.85
"Stainless Steel 304-#4","online-metals",0.105,24,12,"Stainless Steel 304-#4-L-24.000-W-12.000-T-0.105",75.26
"Stainless Steel 304-2B","online-metals",0.105,24,12,"Stainless Steel 304-2B-L-24.000-W-12.000-T-0.105",75.26
"Stainless Steel 304","online-metals",0.105,24,12,"Stainless Steel 304-L-24.000-W-12.000-T-0.105",75.26
"Stainless Steel 304-#4","online-metals",0.105,36,12,"Stainless Steel 304-#4-L-36.000-W-12.000-T-0.105",96.77
"Stainless Steel 304-2B","online-metals",0.105,36,12,"Stainless Steel 304-2B-L-36.000-W-12.000-T-0.105",96.77
"Stainless Steel 304","online-metals",0.105,36,12,"Stainless Steel 304-L-36.000-W-12.000-T-0.105",96.77
"Stainless Steel 304-#4","online-metals",0.075,120,48,"Stainless Steel 304-#4-L-120.000-W-48.000-T-0.075",608.03
"Stainless Steel 304-2B","online-metals",0.075,120,48,"Stainless Steel 304-2B-L-120.000-W-48.000-T-0.075",608.03
"Stainless Steel 304","online-metals",0.075,120,48,"Stainless Steel 304-L-120.000-W-48.000-T-0.075",608.03
"Stainless Steel 304-#4","online-metals",0.075,36,36,"Stainless Steel 304-#4-L-36.000-W-36.000-T-0.075",177.24
"Stainless Steel 304-2B","online-metals",0.075,36,36,"Stainless Steel 304-2B-L-36.000-W-36.000-T-0.075",177.24
"Stainless Steel 304","online-metals",0.075,36,36,"Stainless Steel 304-L-36.000-W-36.000-T-0.075",177.24
"Stainless Steel 304-#4","online-metals",0.075,48,36,"Stainless Steel 304-#4-L-48.000-W-36.000-T-0.075",214.6
"Stainless Steel 304-2B","online-metals",0.075,48,36,"Stainless Steel 304-2B-L-48.000-W-36.000-T-0.075",214.6
"Stainless Steel 304","online-metals",0.075,48,36,"Stainless Steel 304-L-48.000-W-36.000-T-0.075",214.6
"Stainless Steel 304-#4","online-metals",0.075,48,24,"Stainless Steel 304-#4-L-48.000-W-24.000-T-0.075",157.55
"Stainless Steel 304-2B","online-metals",0.075,48,24,"Stainless Steel 304-2B-L-48.000-W-24.000-T-0.075",157.55
"Stainless Steel 304","online-metals",0.075,48,24,"Stainless Steel 304-L-48.000-W-24.000-T-0.075",157.55
"Stainless Steel 304-#4","online-metals",0.075,36,24,"Stainless Steel 304-#4-L-36.000-W-24.000-T-0.075",120.91
"Stainless Steel 304-2B","online-metals",0.075,36,24,"Stainless Steel 304-2B-L-36.000-W-24.000-T-0.075",120.91
"Stainless Steel 304","online-metals",0.075,36,24,"Stainless Steel 304-L-36.000-W-24.000-T-0.075",120.91
"Stainless Steel 304-#4","online-metals",0.075,24,24,"Stainless Steel 304-#4-L-24.000-W-24.000-T-0.075",82.43
"Stainless Steel 304-2B","online-metals",0.075,24,24,"Stainless Steel 304-2B-L-24.000-W-24.000-T-0.075",82.43
"Stainless Steel 304","online-metals",0.075,24,24,"Stainless Steel 304-L-24.000-W-24.000-T-0.075",82.43
"Stainless Steel 304-#4","online-metals",0.075,48,12,"Stainless Steel 304-#4-L-48.000-W-12.000-T-0.075",82.43
"Stainless Steel 304-2B","online-metals",0.075,48,12,"Stainless Steel 304-2B-L-48.000-W-12.000-T-0.075",82.43
"Stainless Steel 304","online-metals",0.075,48,12,"Stainless Steel 304-L-48.000-W-12.000-T-0.075",82.43
"Stainless Steel 304-#4","online-metals",0.075,24,12,"Stainless Steel 304-#4-L-24.000-W-12.000-T-0.075",51.29
"Stainless Steel 304-2B","online-metals",0.075,24,12,"Stainless Steel 304-2B-L-24.000-W-12.000-T-0.075",51.29
"Stainless Steel 304","online-metals",0.075,24,12,"Stainless Steel 304-L-24.000-W-12.000-T-0.075",51.29
"Stainless Steel 304-#4","online-metals",0.075,12,12,"Stainless Steel 304-#4-L-12.000-W-12.000-T-0.075",26.56
"Stainless Steel 304-2B","online-metals",0.075,12,12,"Stainless Steel 304-2B-L-12.000-W-12.000-T-0.075",26.56
"Stainless Steel 304","online-metals",0.075,12,12,"Stainless Steel 304-L-12.000-W-12.000-T-0.075",26.56
"Stainless Steel 304-#4","online-metals",0.075,36,12,"Stainless Steel 304-#4-L-36.000-W-12.000-T-0.075",65.95
"Stainless Steel 304-2B","online-metals",0.075,36,12,"Stainless Steel 304-2B-L-36.000-W-12.000-T-0.075",65.95
"Stainless Steel 304","online-metals",0.075,36,12,"Stainless Steel 304-L-36.000-W-12.000-T-0.075",65.95
"Stainless Steel 304-#4","online-metals",0.06,120,48,"Stainless Steel 304-#4-L-120.000-W-48.000-T-0.060",496.23
"Stainless Steel 304-2B","online-metals",0.06,120,48,"Stainless Steel 304-2B-L-120.000-W-48.000-T-0.060",496.23
"Stainless Steel 304","online-metals",0.06,120,48,"Stainless Steel 304-L-120.000-W-48.000-T-0.060",496.23
"Stainless Steel 304-#4","online-metals",0.06,36,36,"Stainless Steel 304-#4-L-36.000-W-36.000-T-0.060",137.76
"Stainless Steel 304-2B","online-metals",0.06,36,36,"Stainless Steel 304-2B-L-36.000-W-36.000-T-0.060",137.76
"Stainless Steel 304","online-metals",0.06,36,36,"Stainless Steel 304-L-36.000-W-36.000-T-0.060",137.76
"Stainless Steel 304-#4","online-metals",0.06,48,36,"Stainless Steel 304-#4-L-48.000-W-36.000-T-0.060",175.14
"Stainless Steel 304-2B","online-metals",0.06,48,36,"Stainless Steel 304-2B-L-48.000-W-36.000-T-0.060",175.14
"Stainless Steel 304","online-metals",0.06,48,36,"Stainless Steel 304-L-48.000-W-36.000-T-0.060",175.14
"Stainless Steel 304-#4","online-metals",0.06,48,24,"Stainless Steel 304-#4-L-48.000-W-24.000-T-0.060",122.45
"Stainless Steel 304-2B","online-metals",0.06,48,24,"Stainless Steel 304-2B-L-48.000-W-24.000-T-0.060",122.45
"Stainless Steel 304","online-metals",0.06,48,24,"Stainless Steel 304-L-48.000-W-24.000-T-0.060",122.45
"Stainless Steel 304-#4","online-metals",0.06,36,24,"Stainless Steel 304-#4-L-36.000-W-24.000-T-0.060",104.4
"Stainless Steel 304-2B","online-metals",0.06,36,24,"Stainless Steel 304-2B-L-36.000-W-24.000-T-0.060",104.4
"Stainless Steel 304","online-metals",0.06,36,24,"Stainless Steel 304-L-36.000-W-24.000-T-0.060",104.4
"Stainless Steel 304-#4","online-metals",0.06,24,24,"Stainless Steel 304-#4-L-24.000-W-24.000-T-0.060",71.18
"Stainless Steel 304-2B","online-metals",0.06,24,24,"Stainless Steel 304-2B-L-24.000-W-24.000-T-0.060",71.18
"Stainless Steel 304","online-metals",0.06,24,24,"Stainless Steel 304-L-24.000-W-24.000-T-0.060",71.18
"Stainless Steel 304-#4","online-metals",0.06,12,12,"Stainless Steel 304-#4-L-12.000-W-12.000-T-0.060",22.94
"Stainless Steel 304-2B","online-metals",0.06,12,12,"Stainless Steel 304-2B-L-12.000-W-12.000-T-0.060",22.94
"Stainless Steel 304","online-metals",0.06,12,12,"Stainless Steel 304-L-12.000-W-12.000-T-0.060",22.94
"Stainless Steel 304-#4","online-metals",0.06,48,12,"Stainless Steel 304-#4-L-48.000-W-12.000-T-0.060",71.18
"Stainless Steel 304-2B","online-metals",0.06,48,12,"Stainless Steel 304-2B-L-48.000-W-12.000-T-0.060",71.18
"Stainless Steel 304","online-metals",0.06,48,12,"Stainless Steel 304-L-48.000-W-12.000-T-0.060",71.18
"Stainless Steel 304-#4","online-metals",0.06,24,12,"Stainless Steel 304-#4-L-24.000-W-12.000-T-0.060",44.3
"Stainless Steel 304-2B","online-metals",0.06,24,12,"Stainless Steel 304-2B-L-24.000-W-12.000-T-0.060",44.3
"Stainless Steel 304","online-metals",0.06,24,12,"Stainless Steel 304-L-24.000-W-12.000-T-0.060",44.3
"Stainless Steel 304-#4","online-metals",0.06,36,12,"Stainless Steel 304-#4-L-36.000-W-12.000-T-0.060",56.96
"Stainless Steel 304-2B","online-metals",0.06,36,12,"Stainless Steel 304-2B-L-36.000-W-12.000-T-0.060",56.96
"Stainless Steel 304","online-metals",0.06,36,12,"Stainless Steel 304-L-36.000-W-12.000-T-0.060",56.96
"Stainless Steel 304-#4","online-metals",0.048,120,48,"Stainless Steel 304-#4-L-120.000-W-48.000-T-0.048",396.89
"Stainless Steel 304-2B","online-metals",0.048,120,48,"Stainless Steel 304-2B-L-120.000-W-48.000-T-0.048",396.89
"Stainless Steel 304","online-metals",0.048,120,48,"Stainless Steel 304-L-120.000-W-48.000-T-0.048",396.89
"Stainless Steel 304-#4","online-metals",0.048,36,36,"Stainless Steel 304-#4-L-36.000-W-36.000-T-0.048",110.19
"Stainless Steel 304-2B","online-metals",0.048,36,36,"Stainless Steel 304-2B-L-36.000-W-36.000-T-0.048",110.19
"Stainless Steel 304","online-metals",0.048,36,36,"Stainless Steel 304-L-36.000-W-36.000-T-0.048",110.19
"Stainless Steel 304-#4","online-metals",0.048,48,36,"Stainless Steel 304-#4-L-48.000-W-36.000-T-0.048",140.08
