"material","provider","thickness","length","width","display","sheet_cost"
"Stainless Steel 304-2B","online-metals",0.06,24,24,"Stainless Steel 304-2B-L-24.000-W-24.000-T-0.060",198.9
"Stainless Steel 304","online-metals",0.06,24,24,"Stainless Steel 304-L-24.000-W-24.000-T-0.060",198.9
"Stainless Steel 304-#4","online-metals",0.06,24,12,"Stainless Steel 304-#4-L-24.000-W-12.000-T-0.060",118.87
"Stainless Steel 304-2B","online-metals",0.06,24,12,"Stainless Steel 304-2B-L-24.000-W-12.000-T-0.060",118.87
"Stainless Steel 304","online-metals",0.06,24,12,"Stainless Steel 304-L-24.000-W-12.000-T-0.060",118.87
"Stainless Steel 304-#4","online-metals",0.06,12,12,"Stainless Steel 304-#4-L-12.000-W-12.000-T-0.060",80.33
"Stainless Steel 304-2B","online-metals",0.06,12,12,"Stainless Steel 304-2B-L-12.000-W-12.000-T-0.060",80.33
"Stainless Steel 304","online-metals",0.06,12,12,"Stainless Steel 304-L-12.000-W-12.000-T-0.060",80.33
"Stainless Steel 304-#4","online-metals",0.036,120,48,"Stainless Steel 304-#4-L-120.000-W-48.000-T-0.036",616.85
"Stainless Steel 304-2B","online-metals",0.036,120,48,"Stainless Steel 304-2B-L-120.000-W-48.000-T-0.036",616.85
"Stainless Steel 304","online-metals",0.036,120,48,"Stainless Steel 304-L-120.000-W-48.000-T-0.036",616.85
"Stainless Steel 304-#4","online-metals",0.036,48,36,"Stainless Steel 304-#4-L-48.000-W-36.000-T-0.036",217.71
"Stainless Steel 304-2B","online-metals",0.036,48,36,"Stainless Steel 304-2B-L-48.000-W-36.000-T-0.036",217.71
"Stainless Steel 304","online-metals",0.036,48,36,"Stainless Steel 304-L-48.000-W-36.000-T-0.036",217.71
"Stainless Steel 304-#4","online-metals",0.036,36,24,"Stainless Steel 304-#4-L-36.000-W-24.000-T-0.036",209.94
"Stainless Steel 304-2B","online-metals",0.036,36,24,"Stainless Steel 304-2B-L-36.000-W-24.000-T-0.036",209.94
"Stainless Steel 304","online-metals",0.036,36,24,"Stainless Steel 304-L-36.000-W-24.000-T-0.036",209.94
"Stainless Steel 304-#4","online-metals",0.036,24,24,"Stainless Steel 304-#4-L-24.000-W-24.000-T-0.036",152.33
"Stainless Steel 304-2B","online-metals",0.036,24,24,"Stainless Steel 304-2B-L-24.000-W-24.000-T-0.036",152.33
"Stainless Steel 304","online-metals",0.036,24,24,"Stainless Steel 304-L-24.000-W-24.000-T-0.036",152.33
"Stainless Steel 304-#4","online-metals",0.036,24,12,"Stainless Steel 304-#4-L-24.000-W-12.000-T-0.036",104.78
"Stainless Steel 304-2B","online-metals",0.036,24,12,"Stainless Steel 304-2B-L-24.000-W-12.000-T-0.036",104.78
"Stainless Steel 304","online-metals",0.036,24,12,"Stainless Steel 304-L-24.000-W-12.000-T-0.036",104.78
"Stainless Steel 304-#4","online-metals",0.036,12,12,"Stainless Steel 304-#4-L-12.000-W-12.000-T-0.036",64.01
"Stainless Steel 304-2B","online-metals",0.036,12,12,"Stainless Steel 304-2B-L-12.000-W-12.000-T-0.036",64.01
"Stainless Steel 304","online-metals",0.036,12,12,"Stainless Steel 304-L-12.000-W-12.000-T-0.036",64.01
"Stainless Steel 304-#4","online-metals",0.024,120,48,"Stainless Steel 304-#4-L-120.000-W-48.000-T-0.024",537.77
"Stainless Steel 304-2B","online-metals",0.024,120,48,"Stainless Steel 304-2B-L-120.000-W-48.000-T-0.024",537.77
"Stainless Steel 304","online-metals",0.024,120,48,"Stainless Steel 304-L-120.000-W-48.000-T-0.024",537.77
"Stainless Steel 304-#4","online-metals",0.024,48,36,"Stainless Steel 304-#4-L-48.000-W-36.000-T-0.024",189.8
"Stainless Steel 304-2B","online-metals",0.024,48,36,"Stainless Steel 304-2B-L-48.000-W-36.000-T-0.024",189.8
"Stainless Steel 304","online-metals",0.024,48,36,"Stainless Steel 304-L-48.000-W-36.000-T-0.024",189.8
"Stainless Steel 304-#4","online-metals",0.024,36,24,"Stainless Steel 304-#4-L-36.000-W-24.000-T-0.024",161.26
"Stainless Steel 304-2B","online-metals",0.024,36,24,"Stainless Steel 304-2B-L-36.000-W-24.000-T-0.024",161.26
"Stainless Steel 304","online-metals",0.024,36,24,"Stainless Steel 304-L-36.000-W-24.000-T-0.024",161.26
"Stainless Steel 304-#4","online-metals",0.024,24,24,"Stainless Steel 304-#4-L-24.000-W-24.000-T-0.024",105.33
"Stainless Steel 304-2B","online-metals",0.024,24,24,"Stainless Steel 304-2B-L-24.000-W-24.000-T-0.024",105.33
"Stainless Steel 304","online-metals",0.024,24,24,"Stainless Steel 304-L-24.000-W-24.000-T-0.024",105.33
"Stainless Steel 304-#4","online-metals",0.024,24,12,"Stainless Steel 304-#4-L-24.000-W-12.000-T-0.024",71.25
"Stainless Steel 304-2B","online-metals",0.024,24,12,"Stainless Steel 304-2B-L-24.000-W-12.000-T-0.024",71.25
"Stainless Steel 304","online-metals",0.024,24,12,"Stainless Steel 304-L-24.000-W-12.000-T-0.024",71.25
"Stainless Steel 304-#4","online-metals",0.024,12,12,"Stainless Steel 304-#4-L-12.000-W-12.000-T-0.024",43.52
"Stainless Steel 304-2B","online-metals",0.024,12,12,"Stainless Steel 304-2B-L-12.000-W-12.000-T-0.024",43.52
"Stainless Steel 304","online-metals",0.024,12,12,"Stainless Steel 304-L-12.000-W-12.000-T-0.024",43.52
"Stainless Steel 304-#4","online-metals",0.115,120,48,"Stainless Steel 304-#4-L-120.000-W-48.000-T-0.115",1478.35
"Stainless Steel 304-2B","online-metals",0.115,120,48,"Stainless Steel 304-2B-L-120.000-W-48.000-T-0.115",1478.35
"Stainless Steel 304","online-metals",0.115,120,48,"Stainless Steel 304-L-120.000-W-48.000-T-0.115",1478.35
"Stainless Steel 304-#4","online-metals",0.115,48,36,"Stainless Steel 304-#4-L-48.000-W-36.000-T-0.115",521.77
"Stainless Steel 304-2B","online-metals",0.115,48,36,"Stainless Steel 304-2B-L-48.000-W-36.000-T-0.115",521.77
"Stainless Steel 304","online-metals",0.022,24,12,"Stainless Steel 304-L-24.000-W-12.000-T-0.022",30.87
"Stainless Steel 304-#4","online-metals",0.022,12,12,"Stainless Steel 304-#4-L-12.000-W-12.000-T-0.022",15.99
"Stainless Steel 304-2B","online-metals",0.022,12,12,"Stainless Steel 304-2B-L-12.000-W-12.000-T-0.022",15.99
"Stainless Steel 304","online-metals",0.022,12,12,"Stainless Steel 304-L-12.000-W-12.000-T-0.022",15.99
"Stainless Steel 316L","online-metals",1,120,48,"Stainless Steel 316L-L-120.000-W-48.000-T-1.000",12653.44
"Stainless Steel 316","online-metals",1,120,48,"Stainless Steel 316-L-120.000-W-48.000-T-1.000",12653.44
"Stainless Steel 316L","online-metals",1,24,12,"Stainless Steel 316L-L-24.000-W-12.000-T-1.000",868.38
"Stainless Steel 316","online-metals",1,24,12,"Stainless Steel 316-L-24.000-W-12.000-T-1.000",868.38
"Stainless Steel 316L","online-metals",1,36,12,"Stainless Steel 316L-L-36.000-W-12.000-T-1.000",1116.48
"Stainless Steel 316","online-metals",1,36,12,"Stainless Steel 316-L-36.000-W-12.000-T-1.000",1116.48
"Stainless Steel 316L","online-metals",1,12,12,"Stainless Steel 316L-L-12.000-W-12.000-T-1.000",449.7
"Stainless Steel 316","online-metals",1,12,12,"Stainless Steel 316-L-12.000-W-12.000-T-1.000",449.7
"Stainless Steel 316L","online-metals",0.75,120,48,"Stainless Steel 316L-L-120.000-W-48.000-T-0.750",8896.87
"Stainless Steel 316","online-metals",0.75,120,48,"Stainless Steel 316-L-120.000-W-48.000-T-0.750",8896.87
"Stainless Steel 316L","online-metals",0.75,24,24,"Stainless Steel 316L-L-24.000-W-24.000-T-0.750",1046.69
"Stainless Steel 316","online-metals",0.75,24,24,"Stainless Steel 316-L-24.000-W-24.000-T-0.750",1046.69
"Stainless Steel 316L","online-metals",0.75,24,12,"Stainless Steel 316L-L-24.000-W-12.000-T-0.750",651.27
"Stainless Steel 316","online-metals",0.75,24,12,"Stainless Steel 316-L-24.000-W-12.000-T-0.750",651.27
"Stainless Steel 316L","online-metals",0.75,12,12,"Stainless Steel 316L-L-12.000-W-12.000-T-0.750",337.26
"Stainless Steel 316","online-metals",0.75,12,12,"Stainless Steel 316-L-12.000-W-12.000-T-0.750",337.26
"Stainless Steel 316L","online-metals",0.75,48,12,"Stainless Steel 316L-L-48.000-W-12.000-T-0.750",1046.69
"Stainless Steel 316","online-metals",0.75,48,12,"Stainless Steel 316-L-48.000-W-12.000-T-0.750",1046.69
"Stainless Steel 316L","online-metals",0.75,36,12,"Stainless Steel 316L-L-36.000-W-12.000-T-0.750",837.36
"Stainless Steel 316","online-metals",0.75,36,12,"Stainless Steel 316-L-36.000-W-12.000-T-0.750",837.36
"Stainless Steel 316L","online-metals",0.625,120,48,"Stainless Steel 316L-L-120.000-W-48.000-T-0.625",7414.04
"Stainless Steel 316","online-metals",0.625,120,48,"Stainless Steel 316-L-120.000-W-48.000-T-0.625",7414.04
"Stainless Steel 316L","online-metals",0.625,24,24,"Stainless Steel 316L-L-24.000-W-24.000-T-0.625",872.24
"Stainless Steel 316","online-metals",0.625,24,24,"Stainless Steel 316-L-24.000-W-24.000-T-0.625",872.24
"Stainless Steel 316L","online-metals",0.625,12,12,"Stainless Steel 316L-L-12.000-W-12.000-T-0.625",281.06
"Stainless Steel 316","online-metals",0.625,12,12,"Stainless Steel 316-L-12.000-W-12.000-T-0.625",281.06
"Stainless Steel 316L","online-metals",0.625,36,12,"Stainless Steel 316L-L-36.000-W-12.000-T-0.625",697.8
"Stainless Steel 316","online-metals",0.625,36,12,"Stainless Steel 316-L-36.000-W-12.000-T-0.625",697.8
"Stainless Steel 316L","online-metals",0.625,24,12,"Stainless Steel 316L-L-24.000-W-12.000-T-0.625",542.72
"Stainless Steel 316","online-metals",0.625,24,12,"Stainless Steel 316-L-24.000-W-12.000-T-0.625",542.72
"Stainless Steel 316L","online-metals",0.625,48,12,"Stainless Steel 316L-L-48.000-W-12.000-T-0.625",872.24
"Stainless Steel 316","online-metals",0.625,48,12,"Stainless Steel 316-L-48.000-W-12.000-T-0.625",872.24
"Stainless Steel 316L","online-metals",0.5,120,48,"Stainless Steel 316L-L-120.000-W-48.000-T-0.500",5799.49
"Stainless Steel 316","online-metals",0.5,120,48,"Stainless Steel 316-L-120.000-W-48.000-T-0.500",5799.49
"Stainless Steel 316L","online-metals",0.5,36,24,"Stainless Steel 316L-L-36.000-W-24.000-T-0.500",1023.44
"Stainless Steel 316","online-metals",0.5,36,24,"Stainless Steel 316-L-36.000-W-24.000-T-0.500",1023.44
"Stainless Steel 316L","online-metals",0.5,24,24,"Stainless Steel 316L-L-24.000-W-24.000-T-0.500",697.8
"Stainless Steel 316","online-metals",0.5,24,24,"Stainless Steel 316-L-24.000-W-24.000-T-0.500",697.8
"Stainless Steel 316L","online-metals",0.5,24,12,"Stainless Steel 316L-L-24.000-W-12.000-T-0.500",434.18
"Stainless Steel 316","online-metals",0.5,24,12,"Stainless Steel 316-L-24.000-W-12.000-T-0.500",434.18
"Stainless Steel 316L","online-metals",0.5,12,12,"Stainless Steel 316L-L-12.000-W-12.000-T-0.500",224.85
"Stainless Steel 316","online-metals",0.5,12,12,"Stainless Steel 316-L-12.000-W-12.000-T-0.500",224.85
"Stainless Steel 316L","online-metals",0.5,48,12,"Stainless Steel 316L-L-48.000-W-12.000-T-0.500",697.8
"Stainless Steel 316","online-metals",0.5,48,12,"Stainless Steel 316-L-48.000-W-12.000-T-0.500",697.8
"Stainless Steel 316L","online-metals",0.5,36,12,"Stainless Steel 316L-L-36.000-W-12.000-T-0.500",558.23
"Stainless Steel 316","online-metals",0.5,36,12,"Stainless Steel 316-L-36.000-W-12.000-T-0.500",558.23
"Stainless Steel 316L","online-metals",0.375,120,48,"Stainless Steel 316L-L-120.000-W-48.000-T-0.375",4250.76
"Stainless Steel 316","online-metals",0.375,120,48,"Stainless Steel 316-L-120.000-W-48.000-T-0.375",4250.76
"Stainless Steel 316L","online-metals",0.375,36,36,"Stainless Steel 316L-L-36.000-W-36.000-T-0.375",1125.2
"Stainless Steel 316","online-metals",0.375,36,36,"Stainless Steel 316-L-36.000-W-36.000-T-0.375",1125.2
"Stainless Steel 316L","online-metals",0.375,48,24,"Stainless Steel 316L-L-48.000-W-24.000-T-0.375",1000.19
"Stainless Steel 316","online-metals",0.375,48,24,"Stainless Steel 316-L-48.000-W-24.000-T-0.375",1000.19
"Stainless Steel 316L","online-metals",0.375,36,24,"Stainless Steel 316L-L-36.000-W-24.000-T-0.375",767.59
"Stainless Steel 316","online-metals",0.375,36,24,"Stainless Steel 316-L-36.000-W-24.000-T-0.375",767.59
"Stainless Steel 316L","online-metals",0.375,24,24,"Stainless Steel 316L-L-24.000-W-24.000-T-0.375",523.35
"Stainless Steel 316","online-metals",0.375,24,24,"Stainless Steel 316-L-24.000-W-24.000-T-0.375",523.35
"Stainless Steel 316L","online-metals",0.375,48,12,"Stainless Steel 316L-L-48.000-W-12.000-T-0.375",523.35
"Stainless Steel 316","online-metals",0.375,48,12,"Stainless Steel 316-L-48.000-W-12.000-T-0.375",523.35
"Stainless Steel 316L","online-metals",0.375,24,12,"Stainless Steel 316L-L-24.000-W-12.000-T-0.375",325.65
"Stainless Steel 316","online-metals",0.375,24,12,"Stainless Steel 316-L-24.000-W-12.000-T-0.375",325.65
"Stainless Steel 316L","online-metals",0.375,36,12,"Stainless Steel 316L-L-36.000-W-12.000-T-0.375",418.68
"Stainless Steel 316","online-metals",0.375,36,12,"Stainless Steel 316-L-36.000-W-12.000-T-0.375",418.68
"Stainless Steel 316L","online-metals",0.375,12,12,"Stainless Steel 316L-L-12.000-W-12.000-T-0.375",193.48
"Stainless Steel 316","online-metals",0.375,12,12,"Stainless Steel 316-L-12.000-W-12.000-T-0.375",193.48
"Stainless Steel 316L","online-metals",0.3125,120,48,"Stainless Steel 316L-L-120.000-W-48.000-T-0.312",3542.35
"Stainless Steel 316","online-metals",0.3125,120,48,"Stainless Steel 316-L-120.000-W-48.000-T-0.312",3542.35
"Stainless Steel 316L","online-metals",0.3125,36,36,"Stainless Steel 316L-L-36.000-W-36.000-T-0.312",937.68
"Stainless Steel 316","online-metals",0.3125,36,36,"Stainless Steel 316-L-36.000-W-36.000-T-0.312",937.68
"Stainless Steel 316L","online-metals",0.3125,48,24,"Stainless Steel 316L-L-48.000-W-24.000-T-0.312",833.48
"Stainless Steel 316","online-metals",0.3125,48,24,"Stainless Steel 316-L-48.000-W-24.000-T-0.312",833.48
"Stainless Steel 316L","online-metals",0.3125,36,24,"Stainless Steel 316L-L-36.000-W-24.000-T-0.312",639.66
"Stainless Steel 316","online-metals",0.3125,36,24,"Stainless Steel 316-L-36.000-W-24.000-T-0.312",639.66
"Stainless Steel 316L","online-metals",0.3125,24,24,"Stainless Steel 316L-L-24.000-W-24.000-T-0.312",436.14
"Stainless Steel 316","online-metals",0.3125,24,24,"Stainless Steel 316-L-24.000-W-24.000-T-0.312",436.14
"Stainless Steel 316L","online-metals",0.3125,24,12,"Stainless Steel 316L-L-24.000-W-12.000-T-0.312",271.36
"Stainless Steel 316","online-metals",0.3125,24,12,"Stainless Steel 316-L-24.000-W-12.000-T-0.312",271.36
"Stainless Steel 316L","online-metals",0.3125,12,12,"Stainless Steel 316L-L-12.000-W-12.000-T-0.312",161.23
"Stainless Steel 316","online-metals",0.3125,12,12,"Stainless Steel 316-L-12.000-W-12.000-T-0.312",161.23
"Stainless Steel 316L","online-metals",0.3125,36,12,"Stainless Steel 316L-L-36.000-W-12.000-T-0.312",348.89
"Stainless Steel 316","online-metals",0.3125,36,12,"Stainless Steel 316-L-36.000-W-12.000-T-0.312",348.89
"Stainless Steel 316L","online-metals",0.3125,48,12,"Stainless Steel 316L-L-48.000-W-12.000-T-0.312",436.14
"Stainless Steel 316","online-metals",0.3125,48,12,"Stainless Steel 316-L-48.000-W-12.000-T-0.312",436.14
"Stainless Steel 316L","online-metals",0.25,120,48,"Stainless Steel 316L-L-120.000-W-48.000-T-0.250",3594.92
"Stainless Steel 316","online-metals",0.25,120,48,"Stainless Steel 316-L-120.000-W-48.000-T-0.250",3594.92
"Stainless Steel 316L","online-metals",0.25,36,36,"Stainless Steel 316L-L-36.000-W-36.000-T-0.250",772.63
"Stainless Steel 316","online-metals",0.25,36,36,"Stainless Steel 316-L-36.000-W-36.000-T-0.250",772.63
"Stainless Steel 316L","online-metals",0.25,48,36,"Stainless Steel 316L-L-48.000-W-36.000-T-0.250",982.26
"Stainless Steel 316","online-metals",0.25,48,36,"Stainless Steel 316-L-48.000-W-36.000-T-0.250",982.26
"Stainless Steel 316L","online-metals",0.25,48,24,"Stainless Steel 316L-L-48.000-W-24.000-T-0.250",686.79
"Stainless Steel 316","online-metals",0.25,48,24,"Stainless Steel 316-L-48.000-W-24.000-T-0.250",686.79
"Stainless Steel 316L","online-metals",0.25,36,24,"Stainless Steel 316L-L-36.000-W-24.000-T-0.250",527.07
"Stainless Steel 316","online-metals",0.25,36,24,"Stainless Steel 316-L-36.000-W-24.000-T-0.250",527.07
"Stainless Steel 316L","online-metals",0.25,24,24,"Stainless Steel 316L-L-24.000-W-24.000-T-0.250",359.37
"Stainless Steel 316","online-metals",0.25,24,24,"Stainless Steel 316-L-24.000-W-24.000-T-0.250",359.37
"Stainless Steel 316L","online-metals",0.25,12,12,"Stainless Steel 316L-L-12.000-W-12.000-T-0.250",132.85
"Stainless Steel 316","online-metals",0.25,12,12,"Stainless Steel 316-L-12.000-W-12.000-T-0.250",132.85
"Stainless Steel 316L","online-metals",0.25,48,12,"Stainless Steel 316L-L-48.000-W-12.000-T-0.250",359.37
"Stainless Steel 316","online-metals",0.25,48,12,"Stainless Steel 316-L-48.000-W-12.000-T-0.250",359.37
"Stainless Steel 316L","online-metals",0.25,36,12,"Stainless Steel 316L-L-36.000-W-12.000-T-0.250",287.49
"Stainless Steel 316","online-metals",0.25,36,12,"Stainless Steel 316-L-36.000-W-12.000-T-0.250",287.49
"Stainless Steel 316L","online-metals",0.25,24,12,"Stainless Steel 316L-L-24.000-W-12.000-T-0.250",223.61
"Stainless Steel 316","online-metals",0.25,24,12,"Stainless Steel 316-L-24.000-W-12.000-T-0.250",223.61
"Stainless Steel 316L","online-metals",0.1875,120,48,"Stainless Steel 316L-L-120.000-W-48.000-T-0.188",1572.17
"Stainless Steel 316","online-metals",0.1875,120,48,"Stainless Steel 316-L-120.000-W-48.000-T-0.188",1572.17
"Stainless Steel 316L","online-metals",0.1875,96,48,"Stainless Steel 316L-L-96.000-W-48.000-T-0.188",1257.73
"Stainless Steel 316","online-metals",0.1875,96,48,"Stainless Steel 316-L-96.000-W-48.000-T-0.188",1257.73
"Stainless Steel 316L","online-metals",0.1875,36,36,"Stainless Steel 316L-L-36.000-W-36.000-T-0.188",362.16
"Stainless Steel 316","online-metals",0.1875,36,36,"Stainless Steel 316-L-36.000-W-36.000-T-0.188",362.16
"Stainless Steel 316L","online-metals",0.1875,48,36,"Stainless Steel 316L-L-48.000-W-36.000-T-0.188",460.41
"Stainless Steel 316","online-metals",0.1875,48,36,"Stainless Steel 316-L-48.000-W-36.000-T-0.188",460.41
"Stainless Steel 316L","online-metals",0.1875,48,24,"Stainless Steel 316L-L-48.000-W-24.000-T-0.188",321.92
"Stainless Steel 316","online-metals",0.1875,48,24,"Stainless Steel 316-L-48.000-W-24.000-T-0.188",321.92
"Stainless Steel 316L","online-metals",0.1875,36,24,"Stainless Steel 316L-L-36.000-W-24.000-T-0.188",247.05
"Stainless Steel 316","online-metals",0.1875,36,24,"Stainless Steel 316-L-36.000-W-24.000-T-0.188",247.05
"Stainless Steel 316L","online-metals",0.1875,24,24,"Stainless Steel 316L-L-24.000-W-24.000-T-0.188",176.86
"Stainless Steel 316","online-metals",0.1875,24,24,"Stainless Steel 316-L-24.000-W-24.000-T-0.188",176.86
"Stainless Steel 316L","online-metals",0.1875,48,12,"Stainless Steel 316L-L-48.000-W-12.000-T-0.188",176.86
"Stainless Steel 316","online-metals",0.1875,48,12,"Stainless Steel 316-L-48.000-W-12.000-T-0.188",176.86
"Stainless Steel 316L","online-metals",0.1875,12,12,"Stainless Steel 316L-L-12.000-W-12.000-T-0.188",56.99
"Stainless Steel 316","online-metals",0.1875,12,12,"Stainless Steel 316-L-12.000-W-12.000-T-0.188",56.99
"Stainless Steel 316L","online-metals",0.1875,36,12,"Stainless Steel 316L-L-36.000-W-12.000-T-0.188",141.49
"Stainless Steel 316","online-metals",0.1875,36,12,"Stainless Steel 316-L-36.000-W-12.000-T-0.188",141.49
"Stainless Steel 316L","online-metals",0.1875,24,12,"Stainless Steel 316L-L-24.000-W-12.000-T-0.188",110.05
"Stainless Steel 316","online-metals",0.1875,24,12,"Stainless Steel 316-L-24.000-W-12.000-T-0.188",110.05
"Stainless Steel 316L","online-metals",0.135,120,48,"Stainless Steel 316L-L-120.000-W-48.000-T-0.135",1614.07
"Stainless Steel 316","online-metals",0.135,120,48,"Stainless Steel 316-L-120.000-W-48.000-T-0.135",1614.07
"Stainless Steel 316L","online-metals",0.135,48,36,"Stainless Steel 316L-L-48.000-W-36.000-T-0.135",441.01
"Stainless Steel 316","online-metals",0.135,48,36,"Stainless Steel 316-L-48.000-W-36.000-T-0.135",441.01
"Stainless Steel 316L","online-metals",0.135,36,36,"Stainless Steel 316L-L-36.000-W-36.000-T-0.135",346.91
"Stainless Steel 316","online-metals",0.135,36,36,"Stainless Steel 316-L-36.000-W-36.000-T-0.135",346.91
"Stainless Steel 316L","online-metals",0.135,48,24,"Stainless Steel 316L-L-48.000-W-24.000-T-0.135",308.33
"Stainless Steel 316","online-metals",0.135,48,24,"Stainless Steel 316-L-48.000-W-24.000-T-0.135",308.33
"Stainless Steel 316L","online-metals",0.135,36,24,"Stainless Steel 316L-L-36.000-W-24.000-T-0.135",236.64
"Stainless Steel 316","online-metals",0.135,36,24,"Stainless Steel 316-L-36.000-W-24.000-T-0.135",236.64
"Stainless Steel 316L","online-metals",0.135,24,24,"Stainless Steel 316L-L-24.000-W-24.000-T-0.135",185.12
"Stainless Steel 316","online-metals",0.135,24,24,"Stainless Steel 316-L-24.000-W-24.000-T-0.135",185.12
"Stainless Steel 316L","online-metals",0.135,48,12,"Stainless Steel 316L-L-48.000-W-12.000-T-0.135",185.12
"Stainless Steel 316","online-metals",0.135,48,12,"Stainless Steel 316-L-48.000-W-12.000-T-0.135",185.12
"Stainless Steel 316L","online-metals",0.135,36,12,"Stainless Steel 316L-L-36.000-W-12.000-T-0.135",148.09
"Stainless Steel 316","online-metals",0.135,36,12,"Stainless Steel 316-L-36.000-W-12.000-T-0.135",148.09
"Stainless Steel 316L","online-metals",0.135,24,12,"Stainless Steel 316L-L-24.000-W-12.000-T-0.135",115.19
"Stainless Steel 316","online-metals",0.135,24,12,"Stainless Steel 316-L-24.000-W-12.000-T-0.135",115.19
"Stainless Steel 316L","online-metals",0.135,12,12,"Stainless Steel 316L-L-12.000-W-12.000-T-0.135",66.25
"Stainless Steel 316","online-metals",0.135,12,12,"Stainless Steel 316-L-12.000-W-12.000-T-0.135",66.25
"Stainless Steel 316L","online-metals",0.12,120,48,"Stainless Steel 316L-L-120.000-W-48.000-T-0.120",1362.1
"Stainless Steel 316","online-metals",0.12,120,48,"Stainless Steel 316-L-120.000-W-48.000-T-0.120",1362.1
"Stainless Steel 316L","online-metals",0.12,48,36,"Stainless Steel 316L-L-48.000-W-36.000-T-0.120",408.71
"Stainless Steel 316","online-metals",0.12,48,36,"Stainless Steel 316-L-48.000-W-36.000-T-0.120",408.71
"Stainless Steel 316L","online-metals",0.12,36,36,"Stainless Steel 316L-L-36.000-W-36.000-T-0.120",321.48
"Stainless Steel 316","online-metals",0.12,36,36,"Stainless Steel 316-L-36.000-W-36.000-T-0.120",321.48
"Stainless Steel 316L","online-metals",0.12,48,24,"Stainless Steel 316L-L-48.000-W-24.000-T-0.120",285.77
"Stainless Steel 316","online-metals",0.12,48,24,"Stainless Steel 316-L-48.000-W-24.000-T-0.120",285.77
"Stainless Steel 316L","online-metals",0.12,36,24,"Stainless Steel 316L-L-36.000-W-24.000-T-0.120",219.3
"Stainless Steel 316","online-metals",0.12,36,24,"Stainless Steel 316-L-36.000-W-24.000-T-0.120",219.3
"Stainless Steel 316L","online-metals",0.12,24,24,"Stainless Steel 316L-L-24.000-W-24.000-T-0.120",171.53
"Stainless Steel 316","online-metals",0.12,24,24,"Stainless Steel 316-L-24.000-W-24.000-T-0.120",171.53
"Stainless Steel 316L","online-metals",0.12,48,12,"Stainless Steel 316L-L-48.000-W-12.000-T-0.120",171.53
"Stainless Steel 316","online-metals",0.12,48,12,"Stainless Steel 316-L-48.000-W-12.000-T-0.120",171.53
"Stainless Steel 316L","online-metals",0.12,36,12,"Stainless Steel 316L-L-36.000-W-12.000-T-0.120",137.23
"Stainless Steel 316","online-metals",0.12,36,12,"Stainless Steel 316-L-36.000-W-12.000-T-0.120",137.23
"Stainless Steel 316L","online-metals",0.12,24,12,"Stainless Steel 316L-L-24.000-W-12.000-T-0.120",118.58
"Stainless Steel 316","online-metals",0.12,24,12,"Stainless Steel 316-L-24.000-W-12.000-T-0.120",118.58
"Stainless Steel 316L","online-metals",0.12,12,12,"Stainless Steel 316L-L-12.000-W-12.000-T-0.120",61.43
"Stainless Steel 316","online-metals",0.12,12,12,"Stainless Steel 316-L-12.000-W-12.000-T-0.120",61.43
"Stainless Steel 316L","online-metals",0.105,120,48,"Stainless Steel 316L-L-120.000-W-48.000-T-0.105",1129.22
"Stainless Steel 316","online-metals",0.105,120,48,"Stainless Steel 316-L-120.000-W-48.000-T-0.105",1129.22
"Stainless Steel 316L","online-metals",0.105,48,36,"Stainless Steel 316L-L-48.000-W-36.000-T-0.105",330.7
"Stainless Steel 316","online-metals",0.105,48,36,"Stainless Steel 316-L-48.000-W-36.000-T-0.105",330.7
"Stainless Steel 316L","online-metals",0.105,36,36,"Stainless Steel 316L-L-36.000-W-36.000-T-0.105",260.13
"Stainless Steel 316","online-metals",0.105,36,36,"Stainless Steel 316-L-36.000-W-36.000-T-0.105",260.13
"Stainless Steel 316L","online-metals",0.105,48,24,"Stainless Steel 316L-L-48.000-W-24.000-T-0.105",231.22
"Stainless Steel 316","online-metals",0.105,48,24,"Stainless Steel 316-L-48.000-W-24.000-T-0.105",231.22
"Stainless Steel 316L","online-metals",0.105,36,24,"Stainless Steel 316L-L-36.000-W-24.000-T-0.105",186.32
"Stainless Steel 316","online-metals",0.105,36,24,"Stainless Steel 316-L-36.000-W-24.000-T-0.105",186.32
"Stainless Steel 316L","online-metals",0.105,24,24,"Stainless Steel 316L-L-24.000-W-24.000-T-0.105",127.04
"Stainless Steel 316","online-metals",0.105,24,24,"Stainless Steel 316-L-24.000-W-24.000-T-0.105",127.04
"Stainless Steel 316L","online-metals",0.105,48,12,"Stainless Steel 316L-L-48.000-W-12.000-T-0.105",127.04
"Stainless Steel 316","online-metals",0.105,48,12,"Stainless Steel 316-L-48.000-W-12.000-T-0.105",127.04
"Stainless Steel 316L","online-metals",0.105,36,12,"Stainless Steel 316L-L-36.000-W-12.000-T-0.105",101.63
"Stainless Steel 316","online-metals",0.105,36,12,"Stainless Steel 316-L-36.000-W-12.000-T-0.105",101.63
"Stainless Steel 316L","online-metals",0.105,24,12,"Stainless Steel 316L-L-24.000-W-12.000-T-0.105",79.05
"Stainless Steel 316","online-metals",0.105,24,12,"Stainless Steel 316-L-24.000-W-12.000-T-0.105",79.05
"Stainless Steel 316L","online-metals",0.105,12,12,"Stainless Steel 316L-L-12.000-W-12.000-T-0.105",40.94
"Stainless Steel 316","online-metals",0.105,12,12,"Stainless Steel 316-L-12.000-W-12.000-T-0.105",40.94
